Date,Open,High,Low,Close,Adj Close,Volume
2024-01-11,2659.000000,2725.000000,2657.000000,2719.800049,2719.800049,11862926
2024-01-12,2719.800049,2746.649902,2691.500000,2741.449951,2741.449951,7506082
2024-01-15,2750.000000,2792.899902,2732.000000,2788.250000,2788.250000,4305297
2024-01-16,2779.949951,2792.600098,2741.000000,2749.250000,2749.250000,4534512
2024-01-17,2719.000000,2772.550049,2710.050049,2723.149902,2723.149902,6098691
2024-01-18,2702.800049,2742.000000,2702.500000,2735.899902,2735.899902,5139719
2024-01-19,2752.000000,2752.000000,2718.000000,2734.899902,2734.899902,5211352
2024-01-23,2743.500000,2743.500000,2645.100098,2657.149902,2657.149902,10027710
2024-01-24,2670.449951,2699.000000,2647.850098,2687.750000,2687.750000,10959564
2024-01-25,2685.899902,2728.300049,2670.399902,2706.149902,2706.149902,5904436
2024-01-29,2729.000000,2905.000000,2720.350098,2896.100098,2896.100098,11946719
2024-01-30,2919.899902,2919.949951,2808.850098,2815.250000,2815.250000,7046989
2024-01-31,2808.000000,2868.500000,2805.000000,2853.250000,2853.250000,7565113
2024-02-01,2870.000000,2886.699951,2836.100098,2853.300049,2853.300049,6674681
2024-02-02,2866.350098,2949.800049,2866.350098,2915.399902,2915.399902,9826294
2024-02-05,2921.500000,2941.000000,2863.050049,2878.050049,2878.050049,4407216
2024-02-06,2883.699951,2883.699951,2839.649902,2855.600098,2855.600098,4523992
2024-02-07,2871.850098,2899.000000,2858.500000,2884.300049,2884.300049,4648284
2024-02-08,2900.000000,2918.949951,2855.050049,2900.250000,2900.250000,7347317
2024-02-09,2908.000000,2943.949951,2901.899902,2921.500000,2921.500000,6278399
2024-02-12,2921.500000,2922.000000,2884.699951,2904.699951,2904.699951,3337215
2024-02-13,2911.000000,2958.000000,2908.000000,2930.199951,2930.199951,3857797
2024-02-14,2915.000000,2967.300049,2915.000000,2962.750000,2962.750000,3558944
2024-02-15,2966.699951,2969.449951,2933.050049,2941.199951,2941.199951,5003391
2024-02-16,2952.949951,2954.000000,2917.100098,2921.149902,2921.149902,4883749
2024-02-19,2924.100098,2959.000000,2907.050049,2948.000000,2948.000000,3364914
2024-02-20,2950.050049,2951.000000,2923.600098,2942.050049,2942.050049,3558748
2024-02-21,2948.000000,2977.050049,2915.100098,2935.399902,2935.399902,6360146
2024-02-22,2936.300049,2969.899902,2916.000000,2963.500000,2963.500000,9246864
2024-02-23,2979.000000,2995.100098,2966.699951,2987.250000,2987.250000,7219292
2024-02-26,2987.100098,2989.050049,2965.000000,2974.649902,2974.649902,3756553
2024-02-27,2966.050049,2999.899902,2956.100098,2971.300049,2971.300049,5413022
2024-02-28,2966.000000,2982.550049,2900.350098,2911.250000,2911.250000,4323975
2024-02-29,2930.000000,2957.949951,2909.050049,2921.600098,2921.600098,11814488
2024-03-01,2927.000000,3000.000000,2925.000000,2984.250000,2984.250000,6066463
2024-03-04,2980.949951,3024.899902,2974.449951,3014.800049,3014.800049,5012210
2024-03-05,3011.550049,3014.800049,2972.100098,3000.399902,3000.399902,3553834
2024-03-06,2986.899902,3018.000000,2957.000000,3006.000000,3006.000000,3902838
2024-03-07,3005.949951,3006.199951,2951.100098,2957.850098,2957.850098,4157863
2024-03-11,2978.000000,2978.000000,2927.000000,2933.199951,2933.199951,5638565
2024-03-12,2933.199951,2976.000000,2930.050049,2950.850098,2950.850098,4716339
2024-03-13,2959.550049,2966.199951,2855.550049,2864.350098,2864.350098,6761067
2024-03-14,2879.399902,2897.050049,2851.000000,2862.949951,2862.949951,9285551
2024-03-15,2851.899902,2866.449951,2825.800049,2836.449951,2836.449951,9611909
2024-03-18,2840.000000,2883.449951,2833.050049,2878.949951,2878.949951,4584696
2024-03-19,2857.500000,2875.199951,2834.500000,2850.500000,2850.500000,4137882
2024-03-20,2855.899902,2890.000000,2848.050049,2887.500000,2887.500000,4244403
2024-03-21,2905.050049,2915.800049,2889.350098,2901.949951,2901.949951,6503468
2024-03-22,2899.949951,2920.000000,2894.699951,2910.050049,2910.050049,9763804
2024-03-26,2890.000000,2904.800049,2878.000000,2883.149902,2883.149902,5707953
2024-03-27,2896.000000,3000.000000,2894.000000,2985.699951,2985.699951,8163322
2024-03-28,2985.750000,3011.899902,2957.300049,2971.699951,2971.699951,10927182
2024-04-01,2984.949951,2987.949951,2965.000000,2969.550049,2969.550049,2506940
2024-04-02,2968.000000,2988.000000,2950.000000,2973.899902,2973.899902,4455083
2024-04-03,2964.149902,2968.899902,2937.800049,2943.199951,2943.199951,3504146
2024-04-04,2959.500000,2959.500000,2900.000000,2925.850098,2925.850098,7245136
2024-04-05,2921.750000,2941.600098,2912.000000,2920.199951,2920.199951,3721149
2024-04-08,2925.949951,2981.949951,2922.000000,2971.949951,2971.949951,4178559
2024-04-09,2978.000000,2979.600098,2925.000000,2927.300049,2927.300049,3535707
2024-04-10,2932.699951,2974.000000,2932.699951,2959.149902,2959.149902,4569165
2024-04-12,2951.750000,2972.949951,2926.149902,2934.300049,2934.300049,7775506
2024-04-15,2922.000000,2964.250000,2892.649902,2929.649902,2929.649902,6451031
2024-04-16,2906.699951,2942.350098,2901.850098,2931.500000,2931.500000,4683092
2024-04-18,2927.000000,2972.000000,2918.699951,2928.649902,2928.649902,9502846
2024-04-19,2913.550049,2948.000000,2886.050049,2940.250000,2940.250000,7870889
2024-04-22,2944.899902,2965.649902,2935.600098,2959.699951,2959.699951,5175181
2024-04-23,2958.000000,2987.000000,2911.100098,2918.649902,2918.649902,7302777
2024-04-24,2927.000000,2937.100098,2899.000000,2900.350098,2900.350098,5231388
2024-04-25,2885.000000,2935.949951,2883.000000,2919.949951,2919.949951,7971963
2024-04-26,2927.899902,2930.000000,2900.000000,2905.100098,2905.100098,4706924
2024-04-29,2900.000000,2935.800049,2900.000000,2930.050049,2930.050049,3623987
2024-04-30,2936.000000,2966.149902,2925.750000,2934.000000,2934.000000,5737131
2024-05-02,2944.000000,2954.649902,2928.250000,2933.100098,2933.100098,7256323
2024-05-03,2942.000000,2949.899902,2832.300049,2868.000000,2868.000000,8613479
2024-05-06,2871.000000,2880.000000,2836.000000,2839.050049,2839.050049,3697104
2024-05-07,2831.949951,2841.500000,2784.000000,2802.949951,2802.949951,7258736
2024-05-08,2795.000000,2865.899902,2795.000000,2837.100098,2837.100098,4719501
2024-05-09,2826.000000,2847.500000,2780.000000,2788.250000,2788.250000,5504806
2024-05-10,2793.500000,2820.000000,2776.149902,2814.850098,2814.850098,5252548
2024-05-13,2799.800049,2813.949951,2768.000000,2805.399902,2805.399902,4228310
2024-05-14,2801.949951,2854.149902,2800.050049,2840.149902,2840.149902,3594150
2024-05-15,2841.000000,2859.949951,2826.050049,2832.550049,2832.550049,2523267
2024-05-16,2837.100098,2855.000000,2796.050049,2850.699951,2850.699951,7355887
2024-05-17,2846.100098,2874.399902,2826.500000,2871.399902,2871.399902,5458238
2024-05-18,2875.000000,2879.000000,2865.399902,2869.649902,2869.649902,212740
